CustomerId,Churn
15586039,0
15723250,0
15581840,1
15662238,0
15795151,0
15721937,0
15723339,0
15799966,1
15730397,0
15721740,1
15669064,1
15747974,0
15775433,0
15585287,0
15580956,0
15754168,0
15810942,0
15587038,0
15752139,0
15582841,0
15669606,0
15731865,1
15761854,0
15656912,0
15595917,0
15806486,1
15681115,0
15685947,0
15760570,0
15579433,0
15627185,0
15582492,0
15660541,0
15767864,0
15780561,0
15703199,0
15677377,0
15571843,0
15597033,0
15655903,0
15780514,0
15752626,0
15677550,1
15568885,0
15632816,0
15649297,0
15617518,0
15702138,0
15795737,0
15679048,0
15588986,0
15715512,1
15739068,0
15596761,0
15814519,1
15770405,0
15770554,1
15684440,0
15803136,0
15658306,0
15714241,1
15638329,0
15750811,0
15679760,0
15738588,0
15714658,1
15709324,0
15747542,0
15772503,0
15632069,0
15586757,0
15679299,0
15794257,0
15651664,0
15767358,0
15798424,1
15689341,1
15702145,0
15628767,0
15647890,1
15749114,1
15648858,0
15595071,0
15719950,0
15624729,0
15700083,0
15611635,1
15568088,1
15789560,1
15708139,0
15699195,0
15722965,1
15767818,1
15753229,0
15801169,0
15693877,0
15572374,0
15583026,1
15600392,0
15793424,0
15590078,0
15743828,0
15603550,0
15813503,0
15766205,0
15652266,0
15809838,0
15626008,0
15601688,0
15657868,0
15655335,1
15639662,0
15608588,0
15784092,0
15623430,1
15630698,0
15769356,0
15685872,1
15811389,0
15734892,0
15775809,1
15729362,0
15591433,0
15638047,0
15648075,0
15711287,0
15599081,0
15637993,1
15676576,1
15770631,0
15776518,0
15633818,0
15667215,0
15622518,0
15608344,0
15577700,0
15656096,0
15570855,0
15572182,0
15769191,1
15619340,0
15592451,0
15618225,1
15758050,0
15728823,0
15794895,0
15641250,1
15752588,0
15640846,1
15694296,0
15767757,0
15759874,0
15667321,0
15639669,0
15629793,0
15809800,0
15766663,0
15623369,1
15725221,0
15606267,0
15592761,0
15762708,0
15663249,0
15719265,0
15752578,0
15762351,0
15579969,0
15694581,0
15636016,1
15793346,0
15736146,0
15738063,1
15654611,0
15811127,0
15610643,0
15651450,1
15632010,1
15605827,1
15703588,1
15739271,0
15773809,1
15631871,0
15657771,0
15655794,0
15627195,0
15707132,0
15697249,0
15758477,0
15762993,0
15680278,0
15784000,0
15626322,0
15793949,1
15804104,0
15640789,0
15574296,0
15703059,0
15754112,0
15658589,0
15633648,0
15581115,0
15613844,0
15685500,1
15660688,1
15689168,0
15716781,0
15583462,0
15693683,0
15743538,0
15798615,0
15679968,1
15631359,0
15756125,1
15701602,0
15672330,1
15701522,0
15664895,1
15594039,0
15781987,0
15637169,0
15584462,0
15586996,0
15659064,0
15643916,0
15624180,1
15797293,0
15657342,1
15674000,0
15714355,1
15801942,0
15603221,0
15649101,0
15729246,0
15787174,0
15782454,0
15667602,0
15697391,0
15604891,0
15788483,0
15681342,0
15782456,0
15761706,0
15664504,0
15578878,0
15792328,0
15679663,0
15593283,0
15804394,0
15693382,0
15644686,1
15776827,0
15684173,1
15647782,0
15637646,0
15712303,0
15607713,0
15738835,0
15798439,0
15656822,0
15790689,0
15762134,0
15642530,0
15567147,0
15623314,0
15786035,1
15731829,0
15763612,0
15646810,0
15719940,0
15605327,0
15654274,0
15651264,0
15598948,1
15674811,0
15684010,0
15674950,0
15772243,0
15627002,0
15592089,0
15623972,1
15575679,0
15790497,0
15624775,1
15673238,0
15749093,0
15605037,0
15759499,0
15773973,1
15742238,0
15703923,0
15799600,0
15631912,0
15585777,1
15730810,0
15573171,0
15755825,0
15745452,0
15752409,1
15571002,0
15737025,0
15707861,0
15745001,0
15684103,0
15596339,0
15800773,0
15614893,1
15600103,0
15720529,1
15583692,0
15576644,0
15797760,0
15572361,0
15613673,1
15728885,1
15767722,0
15751177,1
15729975,0
15582797,0
15783875,0
15723169,0
15610355,0
15787255,0
15596713,1
15656005,0
15687130,0
15612931,0
15795933,0
15810203,1
15746183,0
15727311,0
15652835,0
15568519,0
15724648,1
15647800,0
15710408,0
15760427,0
15639549,0
15771702,0
15653620,0
15595324,0
15644103,0
15796496,0
15651369,0
15601274,0
15720644,0
15684318,0
15599440,1
15679622,0
15604158,1
15784445,0
15720968,1
15769389,0
15664907,0
15723105,0
15566495,0
15592578,0
15720123,0
15642655,0
15625632,0
15669611,0
15622454,0
15638983,0
15586870,0
15578211,0
15651140,0
15592979,0
15666043,0
15695499,0
15701175,0
15601184,1
15648681,1
15768763,0
15689322,0
15593959,0
15709994,1
15652667,0
15583033,0
15730488,0
15743478,0
15777122,0
15797964,0
15623082,0
15642448,1
15593468,0
15637678,0
15811947,0
15749300,0
15717056,0
15585284,0
15733661,1
15626243,0
15678058,1
15614643,0
15723872,0
15603830,1
15806918,1
15670822,0
15776807,0
15790810,0
15808473,0
15651063,1
15685997,0
15649616,0
15644753,0
15716134,0
15783501,1
15574879,1
15659937,0
15800083,0
15606436,0
15779862,1
15740470,0
15585599,0
15666173,0
15590241,0
15604314,0
15645517,0
15762615,0
15775108,0
15579062,1
15794874,0
15672012,0
15715951,0
15804797,0
15570895,0
15630725,1
15591130,0
15592000,0
15700255,0
15628059,0
15653784,0
15812616,0
15684469,0
15705301,0
15810898,0
15587735,0
15767871,0
15784890,0
15665759,1
15581229,0
15663438,1
15785485,0
15735388,0
15612670,0
15583456,1
15654760,0
15630402,0
15602731,0
15766172,0
15728082,1
15596863,1
15702571,0
15588560,0
15726720,0
15570601,0
15787189,0
15754649,0
15641389,0
15770995,0
15625047,1
15646859,0
15728333,0
15782475,0
15584271,0
15720847,0
15782899,0
15747821,0
15793813,0
15637427,0
15692931,0
15592765,0
15720110,0
15731543,0
15679284,0
15625905,0
15566633,0
15743051,1
15656840,0
15647572,0
15663134,0
15652180,0
15729956,0
15801559,0
15748649,1
15572631,0
15570205,0
15603111,0
15568742,0
15747265,0
15653253,0
15706637,0
15770539,0
15645200,0
15694852,0
15641170,1
15632848,0
15786539,0
15571284,1
15758836,0
15800116,1
15805312,0
15782468,0
15598782,0
15815125,0
15644621,0
15708003,0
15783615,0
15800517,0
15689692,0
15720583,0
15640769,0
15579131,0
15598751,0
15601719,0
15775663,0
15638774,0
15706799,0
15704657,1
15639368,0
15756820,0
15664150,0
15675141,0
15790299,1
15696637,0
15696900,0
15686302,0
15669501,0
15638882,0
15640280,1
15671915,1
15679801,0
15662854,0
15799932,0
15732563,0
15621893,0
15805413,1
15687765,0
15698167,0
15730657,1
15613140,0
15629299,0
15697879,0
15707291,0
15791851,0
15719212,1
15591995,0
15600720,1
15624667,0
15766906,0
15677586,1
15772482,0
15809265,0
15704586,0
15799790,0
15736413,0
15640442,1
15796569,0
15699284,0
15803842,0
15615219,1
15811415,0
15575119,0
15670066,1
15781678,0
15673693,1
15611551,1
15611157,0
15728012,1
15706534,0
15574369,0
15661830,1
15609254,0
15787322,0
15594902,0
15811927,0
15777352,0
15777067,0
15572398,1
15599152,0
15582154,1
15591550,0
15579334,0
15641595,0
15590337,0
15710450,0
15736154,1
15610343,1
15745621,1
15628583,0
15764405,0
15568046,1
15748752,0
15699797,0
15764284,0
15713596,0
15705918,1
15570857,0
15677783,0
15678916,1
15756070,0
15627412,0
15811290,0
15747503,0
15610090,0
15719302,0
15736431,0
15635728,0
15771674,0
15611756,0
15749004,0
15814664,0
15786063,0
15631063,0
15802220,0
15566531,0
15620751,0
15762268,0
15566891,0
15792862,0
15755416,1
15747647,0
15733883,0
15722404,0
15606133,0
15660147,0
15751549,1
15783083,1
15684316,0
15659100,0
